Country,Global category,Overview category,Sector,Subsector,Indicator ID,Value,Source,Indicator name
Singapore,Overview,UNFCCC Process,,,pa_ratified_date,21-Sep-16,CAIT,Date of ratification
Singapore,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Slovakia,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Slovakia,Overview,UNFCCC Process,,,submission_date,10/5/2016,CAIT,Latest submission date
Slovakia,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Slovakia,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Slovakia,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Slovakia,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Slovakia,Overview,UNFCCC Process,,,pa_ratified_date,5-Oct-16,CAIT,Date of ratification
Slovakia,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Slovenia,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Slovenia,Overview,UNFCCC Process,,,submission_date,12/16/2016,CAIT,Latest submission date
Slovenia,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Slovenia,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Slovenia,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Slovenia,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Slovenia,Overview,UNFCCC Process,,,pa_ratified_date,16-Dec-16,CAIT,Date of ratification
Slovenia,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Solomon Islands,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Solomon Islands,Overview,UNFCCC Process,,,submission_date,9/21/2016,CAIT,Latest submission date
Solomon Islands,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Solomon Islands,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Solomon Islands,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Solomon Islands,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Solomon Islands,Overview,UNFCCC Process,,,pa_ratified_date,21-Sep-16,CAIT,Date of ratification
Solomon Islands,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Somalia,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Somalia,Overview,UNFCCC Process,,,submission_date,4/22/2016,CAIT,Latest submission date
Somalia,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Somalia,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Somalia,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Somalia,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Somalia,Overview,UNFCCC Process,,,pa_ratified_date,22-Apr-16,CAIT,Date of ratification
Somalia,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
South Africa,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
South Africa,Overview,UNFCCC Process,,,submission_date,11/1/2016,CAIT,Latest submission date
South Africa,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
South Africa,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
South Africa,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
South Africa,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
South Africa,Overview,UNFCCC Process,,,pa_ratified_date,1-Nov-16,CAIT,Date of ratification
South Africa,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
South Korea,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
South Korea,Overview,UNFCCC Process,,,submission_date,11/3/2016,CAIT,Latest submission date
South Korea,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
South Korea,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
South Korea,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
South Korea,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
South Korea,Overview,UNFCCC Process,,,pa_ratified_date,3-Nov-16,CAIT,Date of ratification
South Korea,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
South Sudan,Overview,UNFCCC Process,,,revised,No NDC submited yet,CAIT,Revised from previous submission
South Sudan,Overview,UNFCCC Process,,,submission_date,11/23/2015,CAIT,Latest submission date
South Sudan,Overview,UNFCCC Process,,,submission,INDC Submitted,CAIT,Latest submission
South Sudan,Overview,UNFCCC Process,,,pa_status,Signed Agreement,CAIT,Status of ratification
South Sudan,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
South Sudan,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
South Sudan,Overview,UNFCCC Process,,,pa_ratified,No,CAIT,Ratified
Spain,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Spain,Overview,UNFCCC Process,,,submission_date,1/12/2017,CAIT,Latest submission date
Spain,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Spain,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Spain,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Spain,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Spain,Overview,UNFCCC Process,,,pa_ratified_date,12-Jan-17,CAIT,Date of ratification
Spain,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Sri Lanka,Overview,UNFCCC Process,,,revised,Yes,CAIT,Revised from previous submission
Sri Lanka,Overview,UNFCCC Process,,,submission_date,11/6/2016,CAIT,Latest submission date
Sri Lanka,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Sri Lanka,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Sri Lanka,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Sri Lanka,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Sri Lanka,Overview,UNFCCC Process,,,pa_ratified_date,21-Sep-16,CAIT,Date of ratification
Sri Lanka,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Sudan,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Sudan,Overview,UNFCCC Process,,,submission_date,8/2/2017,CAIT,Latest submission date
Sudan,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Sudan,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Sudan,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Sudan,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Sudan,Overview,UNFCCC Process,,,pa_ratified_date,2-Aug-17,CAIT,Date of ratification
Sudan,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Suriname,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Suriname,Overview,UNFCCC Process,,,submission_date,12/9/2019,CAIT,Latest submission date
Suriname,Overview,UNFCCC Process,,,submission,Second NDC Submitted,CAIT,Latest submission
Suriname,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Suriname,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Suriname,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Suriname,Overview,UNFCCC Process,,,pa_ratified_date,13-Feb-19,CAIT,Date of ratification
Suriname,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Sweden,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Sweden,Overview,UNFCCC Process,,,submission_date,10/13/2016,CAIT,Latest submission date
Sweden,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Sweden,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Sweden,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Sweden,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Sweden,Overview,UNFCCC Process,,,pa_ratified_date,13-Oct-16,CAIT,Date of ratification
Sweden,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Switzerland,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Switzerland,Overview,UNFCCC Process,,,submission_date,10/6/2017,CAIT,Latest submission date
Switzerland,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Switzerland,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Switzerland,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Switzerland,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Switzerland,Overview,UNFCCC Process,,,pa_ratified_date,6-Oct-17,CAIT,Date of ratification
Switzerland,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Syria,Overview,UNFCCC Process,,,revised,Not Applicable,CAIT,Revised from previous submission
Syria,Overview,UNFCCC Process,,,submission_date,11/30/2018,CAIT,Latest submission date
Syria,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Syria,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Syria,Overview,UNFCCC Process,,,pa_sign,No,CAIT,Signed
Syria,Overview,UNFCCC Process,,,pa_ratified_date,11/13/2017,CAIT,Date of ratification
Syria,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Tajikistan,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Tajikistan,Overview,UNFCCC Process,,,submission_date,3/22/2017,CAIT,Latest submission date
Tajikistan,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Tajikistan,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Tajikistan,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Tajikistan,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Tajikistan,Overview,UNFCCC Process,,,pa_ratified_date,22-Mar-17,CAIT,Date of ratification
Tajikistan,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Tanzania,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Tanzania,Overview,UNFCCC Process,,,submission_date,5/18/2018,CAIT,Latest submission date
Tanzania,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Tanzania,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Tanzania,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Tanzania,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Tanzania,Overview,UNFCCC Process,,,pa_ratified_date,18-May-18,CAIT,Date of ratification
Tanzania,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Thailand,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Thailand,Overview,UNFCCC Process,,,submission_date,9/21/2016,CAIT,Latest submission date
Thailand,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Thailand,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Thailand,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Thailand,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Thailand,Overview,UNFCCC Process,,,pa_ratified_date,21-Sep-16,CAIT,Date of ratification
Thailand,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Timor-Leste,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Timor-Leste,Overview,UNFCCC Process,,,submission_date,8/16/2017,CAIT,Latest submission date
Timor-Leste,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Timor-Leste,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Timor-Leste,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Timor-Leste,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Timor-Leste,Overview,UNFCCC Process,,,pa_ratified_date,16-Aug-17,CAIT,Date of ratification
Timor-Leste,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Togo,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Togo,Overview,UNFCCC Process,,,submission_date,6/28/2017,CAIT,Latest submission date
Togo,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Togo,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Togo,Overview,UNFCCC Process,,,pa_sign_date,19-Sep-16,CAIT,Date of signature
Togo,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Togo,Overview,UNFCCC Process,,,pa_ratified_date,28-Jun-17,CAIT,Date of ratification
Togo,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Tonga,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Tonga,Overview,UNFCCC Process,,,submission_date,9/21/2016,CAIT,Latest submission date
Tonga,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Tonga,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Tonga,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Tonga,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Tonga,Overview,UNFCCC Process,,,pa_ratified_date,21-Sep-16,CAIT,Date of ratification
Tonga,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Trinidad and Tobago,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Trinidad and Tobago,Overview,UNFCCC Process,,,submission_date,2/22/2018,CAIT,Latest submission date
Trinidad and Tobago,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Trinidad and Tobago,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Trinidad and Tobago,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Trinidad and Tobago,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Trinidad and Tobago,Overview,UNFCCC Process,,,pa_ratified_date,22-Feb-18,CAIT,Date of ratification
Trinidad and Tobago,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Tunisia,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Tunisia,Overview,UNFCCC Process,,,submission_date,2/10/2017,CAIT,Latest submission date
Tunisia,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Tunisia,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Tunisia,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Tunisia,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Tunisia,Overview,UNFCCC Process,,,pa_ratified_date,10-Feb-17,CAIT,Date of ratification
Tunisia,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Turkey,Overview,UNFCCC Process,,,revised,No NDC submited yet,CAIT,Revised from previous submission
Turkey,Overview,UNFCCC Process,,,submission_date,9/30/2015,CAIT,Latest submission date
Turkey,Overview,UNFCCC Process,,,submission,INDC Submitted,CAIT,Latest submission
Turkey,Overview,UNFCCC Process,,,pa_status,Signed Agreement,CAIT,Status of ratification
Turkey,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Turkey,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Turkey,Overview,UNFCCC Process,,,pa_ratified,No,CAIT,Ratified
Turkmenistan,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Turkmenistan,Overview,UNFCCC Process,,,submission_date,10/21/2016,CAIT,Latest submission date
Turkmenistan,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Turkmenistan,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Turkmenistan,Overview,UNFCCC Process,,,pa_sign_date,23-Sep-16,CAIT,Date of signature
Turkmenistan,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Turkmenistan,Overview,UNFCCC Process,,,pa_ratified_date,20-Oct-16,CAIT,Date of ratification
Turkmenistan,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Tuvalu,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Tuvalu,Overview,UNFCCC Process,,,submission_date,4/22/2016,CAIT,Latest submission date
Tuvalu,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Tuvalu,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Tuvalu,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Tuvalu,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Tuvalu,Overview,UNFCCC Process,,,pa_ratified_date,22-Apr-16,CAIT,Date of ratification
Tuvalu,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Uganda,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Uganda,Overview,UNFCCC Process,,,submission_date,9/21/2016,CAIT,Latest submission date
Uganda,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Uganda,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Uganda,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Uganda,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Uganda,Overview,UNFCCC Process,,,pa_ratified_date,21-Sep-16,CAIT,Date of ratification
Uganda,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Ukraine,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Ukraine,Overview,UNFCCC Process,,,submission_date,9/19/2016,CAIT,Latest submission date
Ukraine,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Ukraine,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Ukraine,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Ukraine,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Ukraine,Overview,UNFCCC Process,,,pa_ratified_date,19-Sep-16,CAIT,Date of ratification
Ukraine,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
United Arab Emirates,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
United Arab Emirates,Overview,UNFCCC Process,,,submission_date,9/21/2016,CAIT,Latest submission date
United Arab Emirates,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
United Arab Emirates,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
United Arab Emirates,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
United Arab Emirates,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
United Arab Emirates,Overview,UNFCCC Process,,,pa_ratified_date,21-Sep-16,CAIT,Date of ratification
United Arab Emirates,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
United Kingdom,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
United Kingdom,Overview,UNFCCC Process,,,submission_date,11/18/2016,CAIT,Latest submission date
United Kingdom,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
United Kingdom,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
United Kingdom,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
United Kingdom,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
United Kingdom,Overview,UNFCCC Process,,,pa_ratified_date,18-Nov-16,CAIT,Date of ratification
United Kingdom,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
United States,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
United States,Overview,UNFCCC Process,,,submission_date,9/3/2016,CAIT,Latest submission date
United States,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
United States,Overview,UNFCCC Process,,,pa_status,Intent to withdraw,CAIT,Status of ratification
United States,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
United States,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
United States,Overview,UNFCCC Process,,,pa_ratified_date,3-Sep-16,CAIT,Date of ratification
United States,Overview,UNFCCC Process,,,pa_ratified,Intent to withdraw,CAIT,Ratified
Uruguay,Overview,UNFCCC Process,,,revised,Yes,CAIT,Revised from previous submission
Uruguay,Overview,UNFCCC Process,,,submission_date,11/10/2017,CAIT,Latest submission date
Uruguay,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Uruguay,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Uruguay,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Uruguay,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Uruguay,Overview,UNFCCC Process,,,pa_ratified_date,19-Oct-16,CAIT,Date of ratification
Uruguay,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Uzbekistan,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Uzbekistan,Overview,UNFCCC Process,,,submission_date,11/9/2018,CAIT,Latest submission date
Uzbekistan,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Uzbekistan,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Uzbekistan,Overview,UNFCCC Process,,,pa_sign_date,19-Apr-17,CAIT,Date of signature
Uzbekistan,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Uzbekistan,Overview,UNFCCC Process,,,pa_ratified_date,9-Nov-18,CAIT,Date of ratification
Uzbekistan,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Vanuatu,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Vanuatu,Overview,UNFCCC Process,,,submission_date,9/21/2016,CAIT,Latest submission date
Vanuatu,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Vanuatu,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Vanuatu,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Vanuatu,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Vanuatu,Overview,UNFCCC Process,,,pa_ratified_date,21-Sep-16,CAIT,Date of ratification
Vanuatu,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Venezuela,Overview,UNFCCC Process,,,revised,Yes,CAIT,Revised from previous submission
Venezuela,Overview,UNFCCC Process,,,submission_date,2/27/2018,CAIT,Latest submission date
Venezuela,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Venezuela,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Venezuela,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Venezuela,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Venezuela,Overview,UNFCCC Process,,,pa_ratified_date,21-Jul-17,CAIT,Date of ratification
Venezuela,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Vietnam,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Vietnam,Overview,UNFCCC Process,,,submission_date,11/3/2016,CAIT,Latest submission date
Vietnam,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Vietnam,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Vietnam,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Vietnam,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Vietnam,Overview,UNFCCC Process,,,pa_ratified_date,3-Nov-16,CAIT,Date of ratification
Vietnam,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Yemen,Overview,UNFCCC Process,,,revised,No NDC submited yet,CAIT,Revised from previous submission
Yemen,Overview,UNFCCC Process,,,submission_date,11/23/2015,CAIT,Latest submission date
Yemen,Overview,UNFCCC Process,,,submission,INDC Submitted,CAIT,Latest submission
Yemen,Overview,UNFCCC Process,,,pa_status,Signed Agreement,CAIT,Status of ratification
Yemen,Overview,UNFCCC Process,,,pa_sign_date,23-Sep-16,CAIT,Date of signature
Yemen,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Yemen,Overview,UNFCCC Process,,,pa_ratified,No,CAIT,Ratified
Zambia,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Zambia,Overview,UNFCCC Process,,,submission_date,12/9/2016,CAIT,Latest submission date
Zambia,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Zambia,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Zambia,Overview,UNFCCC Process,,,pa_sign_date,20-Sep-16,CAIT,Date of signature
Zambia,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Zambia,Overview,UNFCCC Process,,,pa_ratified_date,9-Dec-16,CAIT,Date of ratification
Zambia,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Zimbabwe,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Zimbabwe,Overview,UNFCCC Process,,,submission_date,8/7/2017,CAIT,Latest submission date
Zimbabwe,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Zimbabwe,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Zimbabwe,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Zimbabwe,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Zimbabwe,Overview,UNFCCC Process,,,pa_ratified_date,7-Aug-17,CAIT,Date of ratification
Zimbabwe,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
