Type;Description;Is GHG Target?;Year;Base Year Period;Is Single Year Target?;Source;Geography;Geography ISO;Sector;Scopes;Events
;Unconditonal targets:|Zero illegal deforestation by 2020|Increased the surface of forested and reforested areas to 4.5 million hectares by 2030.|Increased forest areas with integrated and sustainable community management approaches with 16.9 million hectares in 2030, in reference to 3.1 million hectares by 2010. Increase net forest cover more than 54 million hectares by 2030, compared to the 52.5 million of 2010.|Contributing to an increase in Gross Domestic Product (GDP) of 5.4 % in 2030, furthered by agricultural and forestry production, complementing conservation efforts.|Joint mitigation and adaptation capacity has increased in areas covered by forests, agricultural and forestry systems from 0.35 units in 2010 to 0.78 in 2030, as measured by the Index of Sustainable Forest Life, achieving productivity and conservation systems that are both complementary and resilient.|Conditional targets:|Community forest management has increased sevenfold in the area of forest management in 2030.|Timber and non-timber production has increased by 40%, doubling food production from the integrated management of forest and agricultural systems in 2030.;No;2030;;No;ndc;Bolivia;BOL;LULUCF;Sustainable Forest Management;
;Unconditional target:|Develop the export potential of electricity, generated mainly by renewable energies, reaching to export an estimated 8,930 MW by 2030, increasing energy state income.|Conditional target:|Bolivia�s energy export potential has increased, generated mainly from renewable energy to power 10,489 MW by 2030.;No;2030;;No;ndc;Bolivia;BOL;Energy;Renewable Energy;
;Reduce moderate poverty to 13.4% in 2030 and eradicated extreme poverty by 2025, according to impact, among others, of the generation and energy coverage, including growth, distribution and redistribution of energy income.;No;2030;;No;ndc;Bolivia;BOL;Energy;Energy Access;
;Unconditional targets:|Triplicate irrigation surface to over 1 million hectares by 2030 with regards to 296.368 hectares in 2010, duplicate food production under irrigation by 2020 and triplicate by 2030, with regards to 1,69 million metric tonnes of 2010. In this manner, resilient agriculture and livestock systems will be achieved.|Increase food production under irrigation, to more than 6 millions metric tonnes by 2020 with regards to 2010.|Increase the Gross Domestic Product (GDP) to 5,37% by 2030, with the contribution of resilient water and irrigation systems.|Conditional targets:|Agricultural irrigation has increased to 1.5 million hectares by 2030, compared to 2010 with 296,000 hectares.|Agricultural production under irrigation has quadrupled by 2030 (9.49 million tons) compared to 2010 (1.69 million MT).;No;2030;;No;ndc;Bolivia;BOL;Agriculture;Irrigation;
;Achieve 100% drinking water coverage by 2025, with resilient delivery services. 100% coverage of drinking water achieved by 2025, with resilient delivery systems and services.;No;2025;;No;ndc;Bolivia;BOL;Water;Water Supply;
;Unconditional targets:|Triplicate (3.779 million m3) water storage capacity by 2030, in relation to 596 million m3 in 2010.|Reduction of the water component of the Unsatisfied Basic Needs (NBI, for its name in Spanish) to 0.02% by 2030.|Significant improvement of social participation for local water management, increasing to 80% the number social organizations with resilient systems with respect to 35% of 2010.|Reduction of water vulnerability from 0,51 to 0,30 units by 2030 with regards to 2010, which is measured with the National Index of Hydrid Vulnerability in the country, considering aspects related to exposures (treats), hydric sensitivity (hydric scarcity) and adaptation capacity.|Increase adaptation capacity from 0,23 units of 2010 to 0,69 units by 2030, which is measured through the National Index of Adaptation Capacity of Water.|Conditional targets:|Water storage capacity has quadrupled in 2030 (3.779 million m3) compared to 2010 (596 million m3).|Local water management by social organizations has increased to 90 % by 2030.;No;2030;;No;ndc;Bolivia;BOL;Water;Water Management;
;81% renewables in the energy mix, 9% alternative energy in the electricity by 2030;No;2030;;No;ndc;Bolivia;BOL;Energy;Renewable Energy;
;Zero illegal deforestation by 2020;No;2020;;No;ndc;Bolivia;BOL;LULUCF;Conservation;
;54 million ha net forest coverage in 2030;No;2030;;No;ndc;Bolivia;BOL;LULUCF;LULUCF/Forestry: General;
;54 million ha afforestation by 2030;No;2030;;No;ndc;Bolivia;BOL;LULUCF;Afforestation;
;6 million ha reforestation by 2030;No;2030;;No;ndc;Bolivia;BOL;LULUCF;Reforestation;
base_year_target;10% cut in transport emissions  by 2025;No;2025;2025;No;law;Bosnia and Herzegovina;BIH;Transportation;Energy Efficiency;
fixed_level_target;150 MW renewable energy capacity increase by 2025;No;2025;2013;No;law;Bosnia and Herzegovina;BIH;Energy;Renewable Energy;
fixed_level_target;Phase out non-renewable home and district heating by 2020;No;2020;2013;No;law;Bosnia and Herzegovina;BIH;Buildings;Renewable Energy;
base_year_target;40% coal plant energy efficiency improvement by 2025 compared with 2013;No;2025;2013;No;law;Bosnia and Herzegovina;BIH;Industry;Energy Efficiency;
base_year_target;Reduce avg household heating demand from over 200kWh/m2a to 100 kWh/m2a by 2025;No;2025;2013;No;law;Bosnia and Herzegovina;BIH;Buildings;Energy Efficiency;
trajectory_target;Peak greenhouse gas emissions below EU27 avg. per capita emissions by 2025;No;2025;Business as usual scenario;No;law;Bosnia and Herzegovina;BIH;Economy-wide;Economy Wide;
baseline_scenario_target;2% (unconditional) to 23% (conditional) reduction in GHG emissions by 2030 compared to the BAU scenario, which would mean 18% higher (unconditional) to 3% reduction (conditional) compared to 1990.;No;2030;business as usual scenario;No;ndc;Bosnia and Herzegovina;BIH;Economy-wide;Economy Wide;
;Add 4 MW by 2030;No;2030;;No;ndc;Bosnia and Herzegovina;BIH;Energy;Renewable Energy: Solar;
;Add 175 MW by 2030;No;2030;;No;ndc;Bosnia and Herzegovina;BIH;Energy;Renewable Energy: Wind;
;Add 10 MW capacity and reach 120 MW of total capacity by 2030;No;2030;;No;ndc;Bosnia and Herzegovina;BIH;Energy;Renewable Energy: Hydro;
;70 MW generation capacity by 2030;No;2030;;No;ndc;Bosnia and Herzegovina;BIH;Energy;Supply-Side Efficiency: Power Generation Efficiency Improvement: Cogeneration Plants;
trajectory_target;Aspirational target of reaching 5% of biodiesel of total diesel consumption by 2016;No;2016;2009;No;law;Botswana;BWA;Energy;Renewable Energy;
base_year_target;15% reduction in GHG emissions by 2030 compared to 2010;No;2030;2010;No;ndc;Botswana;BWA;Economy-wide;Economy Wide;
fixed_level_target;Levels of biodiesel and biofuel from biomass in available fuels;;;;;;;;;;
trajectory_target;Ethanol � encourages industry to achieve an average annual consumption increase of 11% by 2017. Produced from crops raised in areas de ned in the Sugarcane Zoning Program, currently being implemented, it should prevent the emission of 508 million tCO2 during the period.;No;2017;2007;No;law;Brazil;BRA;Energy;Renewable Energy;
fixed_level_target;34,460 MW from new hydropower plants to be added to the system in accordance with the schedule of works of the Ten Year Energy Plan (2007-2016);No;2016;2007;No;law;Brazil;BRA;Energy;Renewable Energy;
trajectory_target;Encouragement of the use of water solar power heating systems, reducing electricity consumption in 2,200 GWh per year by 2015 against a 2007 baseline;No;2015;2007;No;law;Brazil;BRA;Energy;Renewable Energy;
fixed_level_target;Biodiesel � ongoing studies to anticipate from 2013 to 2010 the obligation to add 5% to diesel by 2010 against a 2007 baseline;No;2010;2007;No;law;Brazil;BRA;Energy;Biofuels;
fixed_level_target;Energy from wind and sugarcane bagasse � Increasing the share of these sources in the electric matrix through specific auctions of renewable energy. More than 7,000 MW of renewable sources will be implemented by 2010 in accordance with the results of the Program of Incentives for Alternative Sources of Electric Energy � PROINFA and the auctions already carried out.;No;2010;2007;No;law;Brazil;BRA;Energy;Renewable Energy;
trajectory_target;Increase electricity supply from cogeneration, mainly from sugarcane bagasse, to 11.4% of the total supply in the country, in 2030, corresponding to 136 TWh by 2030 against a 2007 baseline;No;2030;2007;No;law;Brazil;BRA;Energy;Fuels;
trajectory_target;Reduction of 40% in the average deforestation rate by 2006-2009 period in relation to the average rate of the ten years reference period used in the Amazon Fund (1996-2005). For each of the next two periods of four years, reach 30% of extra reduction, in relation to the previous period.     In the case of the Amazon bioma, achieving this specific objective can avoid emissions of around 4.8 billion tons of carbon dioxide between 2006 and 2017, considering a biomass carbon stock of 100 tC/ha. This value will be revaluated after the completion of the carbon stocks inventory, to be supported by the National Forest Inventory.  by 2006-2009 compared with a 1996-2005 scenario;No;2009;1996-2005;No;law;Brazil;BRA;LULUCF;Preservation;
fixed_level_target;By 2026, the total area with forest concessions of the Union shall not exceed twenty percent (20%) of the total area of its public forests available for concession, except for located in national forests created pursuant to art. 17 of Law 9,985 of July 18, 2000.;No;2016;2006;No;law;Brazil;BRA;LULUCF;Preservation;
fixed_level_target;The sustainable Forest Management Plan (PMFS) should present a geographically defined area destined to the absolute reserve, representative of managed forest ecosystems, equivalent to at least 5% (5%) of the total area granted for biodiversity conservation and evaluation and monitoring of the impacts of forest management .;No;0;2006;No;law;Brazil;BRA;LULUCF;Preservation;
fixed_level_target;Preserving forests at the levels stipulated in the previous objective, double the area of forest plantation from 5.5 million ha to 11 million ha in 2020, of which two million ha with native species;No;2020;2007;No;law;Brazil;BRA;LULUCF;Afforestation;
base_year_target;Reduction of non-technical losses in the electricity distribution at a rate of 1,000 GWh per year over the next ten years, which currently are around 22,000 GWh per year. This will represent a reduction in energy wastage of 400 GWh per year. On average, around 25% (100 GWh per year) of this energy will no longer be produced by thermo power plants.  by 2017 against a 2007 baseline;No;2017;2007;No;law;Brazil;BRA;Energy;Energy Efficiency;
base_year_target;Replacement of one million old fridges per year, for ten years, with the collection of three million tCO2eq/year of CFCs (gases that also deplete the ozone layer) by 2017 against a 2007 baseline;No;2017;2007;No;law;Brazil;BRA;Buildings;Energy Efficiency;
base_year_target;Implementation of the National Policy for Energy Efficiency that will result in a gradual energy saving up to 106 TWh/year to be reached in 2030, avoiding emissions of around 30 million tons of CO2 in that year by 2030 against a 2007 baseline;No;2030;2007;No;law;Brazil;BRA;Energy;Energy Efficiency;
base_year_target;Maximum levels of energy consumption and energy efficiency for products built or sold in Brazil by N/A;No;0;N/A;No;law;Brazil;BRA;Energy;Energy Efficiency;
base_year_target;Reduce between 36.1% and 38.9% of its projected emissions by 2020 against a 2010 baseline;No;2020;2010;No;law;Brazil;BRA;Economy-wide;Economy Wide;
fixed_level_target;Double the area of forest cover from 5.5 million ha to 11 million ha in 2020, of which 2 million ha with native species.;No;2020;2007;No;plan;Brazil;BRA;LULUCF;Energy Efficiency, Afforestation;
fixed_level_target;Generation of electricity from biomass: 4,75 GW for biomass from sugar cane and 1,3 GW from urban waste and other biomasses.;No;2030;2015;No;plan;Brazil;BRA;Energy;Energy Intensity, Renewable Energy;
fixed_level_target;Increase the installed capacity of hydroelectricity to 168 GW by 2030.;No;2030;2015;No;plan;Brazil;BRA;Energy;Renewable Energy, Economy Wide;
baseline_scenario_target;To reduce GHG projected emissions between 36,1% and 38,9% by 2020.;No;2020;2015;No;law;Brazil;BRA;Economy-wide;Economy Wide, Preservation;
base_year_target;37% reduction in GHG emissions by 2025 compared to 2005;No;2025;2005;No;ndc;Brazil;BRA;Economy-wide;Economy Wide;
;15 million ha restoration of degraded pasturelands by 2030;;;;;;;;;;
;Zero illegal deforestation by 2030;No;2030;;No;ndc;Brazil;BRA;LULUCF;Conservation;
;12 million ha reforestation by 2030;No;2030;;No;ndc;Brazil;BRA;LULUCF;Reforestation;
;10% efficiency gains in the power supply;No;;;No;ndc;Brazil;BRA;Energy;Supply-Side Efficiency: Power Generation Efficiency Improvement;
;18% sustainable biofuels in the energy mix by 2030;No;2030;;No;ndc;Brazil;BRA;Energy;Renewable Energy: Biofuels;
;45% renewables in the energy mix by 2030;;;;;;;;;;
base_year_target;Reduce about 13% of energy consumption from the Business-As-Usual (business as usual) scenario which is about 5.9%t of the total targeted energy intensity reduction by 2035;No;2035;2005;No;law;Brunei Darussalam;BRN;Transportation;Energy Efficiency;
trajectory_target;Increase the share of renewable energy in the total power generation mix by 2.7 percent or 124,000 MWh by 2017 and by 10 percent or 954,000 MWh by 2035;No;2035;2013;No;law;Brunei Darussalam;BRN;Energy;Renewable Energy;
intensity_target;45 percent energy intensity reduction by 2035 (with 2005 as the base year) by 2035 against a 2005 baseline;No;2035;2005;No;law;Brunei Darussalam;BRN;Energy;Energy Intensity;
base_year_target;Increase efficiency in the power generation from 23% to more than 45% by 2035 against a 2005 baseline;No;2035;2005;No;law;Brunei Darussalam;BRN;Energy;Energy Efficiency;
base_year_target;Reduce energy consumption to 10% from the Business-As-Usual (business as usual) scenario which is about 4.5%t of the total targeted energy intensity reduction by 2035 against a 2005 baseline;No;2035;2005;No;law;Brunei Darussalam;BRN;Energy;Energy Intensity;
base_year_target;In the commercial sector, 41% reduction which is about 18.5% of the total targeted energy intensity reduction by 2035 against a 2005 baseline;No;2035;2005;No;law;Brunei Darussalam;BRN;Energy;Energy Intensity;
base_year_target;In the residential sector, reduce energy consumption to 36% from the Business-As-Usual (business as usual) scenario which is about 16.2% of the total targeted energy intensity reduction by 2035 against a 2005 baseline;No;2035;2005;No;law;Brunei Darussalam;BRN;Energy;Energy Intensity;
baseline_scenario_target;40% reduction in CO2 emissions from morning peak hour vehicle use by 2035 compared to the BAU scenario;No;2035;business as usual scenario;No;ndc;Brunei Darussalam;BRN;Economy-wide;Economy Wide;
;Increase the total gazette forest reserves to 55% of total land area, compared to the current levels of 41%.;No;;;No;ndc;Brunei Darussalam;BRN;LULUCF;LULUCF/Forestry: General;
